age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,technical_skill_avg,soft_skill_avg,academic_score_index,experience_score,overall_readiness_index
20,Female,Electrical,B.Tech,8,8.5,0,94.0,81.4,73.2,80.3,47.6,58.4,65.5,62.0,78.0,51.2,40.2,75.4,62.6,2,52.3,1,0,0,0,53,74.1,67.73,57.35,87.7,37.69,67.14
22,Female,Information Technology,B.Tech,8,6.79,0,85.5,47.7,47.4,70.1,63.4,40.5,55.9,62.2,50.3,57.0,74.0,70.1,52.2,4,85.8,1,1,1,0,259,79.4,54.17,63.32,73.18,91.74,67.34
22,Female,Information Technology,B.Tech,8,8.01,0,87.2,69.7,66.2,82.9,72.4,64.3,56.3,63.2,75.2,64.0,66.7,74.7,63.6,1,39.4,0,1,1,1,10,70.5,68.63,67.25,82.23,51.82,69.91
22,Female,Computer Science,B.Tech,8,8.73,0,64.8,88.7,79.0,72.5,66.9,82.0,24.7,72.8,89.7,66.9,57.7,72.5,58.9,1,20.0,3,0,0,0,33,70.1,68.97,64.0,80.55,32.0,65.9
23,Other,Information Technology,B.Tech,8,8.73,0,81.5,95.5,99.0,99.0,67.6,87.8,61.4,65.4,100.0,74.3,55.1,86.6,83.6,2,62.3,3,1,1,1,170,82.6,85.05,74.9,85.56,84.69,83.12
23,Male,Computer Science,B.Tech,8,6.4,1,85.6,46.7,38.4,58.4,68.6,91.2,62.5,74.2,44.1,54.5,72.8,72.9,57.3,2,29.2,1,0,0,1,149,57.9,60.97,64.38,60.48,34.76,57.57
22,Female,Computer Science,B.Tech,8,8.5,0,83.3,86.7,87.2,89.3,56.7,80.2,49.1,61.4,93.3,67.0,90.5,68.6,77.7,5,98.0,1,1,2,2,372,98.0,74.87,75.95,84.49,100.0,81.74
22,Male,Electrical,B.Tech,8,7.44,0,69.7,57.9,59.9,57.9,85.8,78.2,71.8,47.6,55.4,65.1,53.2,69.0,57.8,3,51.8,1,1,2,0,23,95.2,68.58,61.28,72.99,81.54,70.39
20,Female,Civil,B.Tech,8,6.5,0,90.1,71.3,67.0,80.4,48.2,69.3,73.1,59.4,64.6,57.5,90.4,68.2,65.8,2,52.5,0,1,1,0,92,76.3,68.22,70.48,72.53,59.75,68.69
22,Female,Electrical,B.Tech,8,6.29,0,61.9,57.2,45.9,73.5,42.0,71.9,61.3,58.3,50.8,82.3,68.8,70.3,72.7,1,20.0,3,0,0,0,116,52.6,58.63,73.52,62.6,32.0,58.8
21,Female,Information Technology,B.Tech,8,6.14,0,83.4,50.4,53.8,50.9,56.9,61.4,55.8,65.8,54.7,57.1,53.1,76.8,58.7,2,25.4,1,1,1,0,16,67.0,54.87,61.42,68.0,57.62,60.53
21,Male,Computer Science,B.Tech,8,6.58,0,81.3,57.7,61.1,53.5,69.5,38.8,66.5,74.0,54.0,66.4,51.9,68.9,64.4,2,57.1,1,0,0,0,74,66.0,57.85,62.9,70.45,39.13,59.83
20,Female,Civil,B.Tech,8,7.86,0,90.5,91.8,80.2,98.6,81.2,26.0,66.6,85.3,91.6,47.8,71.0,62.5,77.5,1,41.7,1,1,1,0,38,67.5,74.07,64.7,82.17,54.51,71.69
22,Female,Information Technology,B.Tech,8,7.98,1,85.2,67.6,56.6,95.7,45.0,59.4,38.2,69.4,64.6,35.8,49.3,84.6,56.6,2,49.8,1,1,1,1,10,82.7,60.42,56.58,71.42,68.94,64.23
22,Female,Mechanical,B.Tech,8,6.14,0,83.2,37.0,45.2,52.9,36.5,29.4,38.4,64.5,39.6,71.9,62.6,66.6,65.8,1,36.9,0,0,0,0,132,39.2,39.9,66.72,67.94,19.07,50.55
22,Female,Information Technology,B.Tech,8,7.4,0,78.7,52.7,41.5,69.9,60.1,57.7,38.1,44.5,50.3,59.1,84.0,70.4,47.8,1,45.7,2,0,0,1,18,59.2,53.33,65.32,75.41,37.71,60.01
21,Female,Computer Science,B.Tech,8,4.93,2,84.3,38.7,41.8,39.7,42.6,46.3,38.7,78.3,41.6,76.0,82.7,63.0,67.4,5,98.0,1,0,0,2,249,62.6,41.3,72.28,39.8,83.4,53.36
21,Female,Electrical,B.Tech,8,6.49,0,85.7,76.4,51.4,70.4,48.0,47.5,32.1,67.5,66.7,62.5,64.8,78.7,62.6,1,44.6,2,1,1,1,2,63.3,54.3,67.15,71.14,65.38,63.58
22,Male,Computer Science,B.Tech,8,6.19,0,84.9,52.9,66.7,56.1,58.3,38.4,45.4,66.6,61.7,56.4,92.6,55.5,63.6,1,40.2,1,1,1,1,33,47.9,52.97,67.03,68.8,58.06,61.29
23,Other,Computer Science,B.Tech,8,4.76,0,78.8,45.5,28.1,37.2,62.3,65.0,23.5,66.3,40.3,58.6,63.3,71.3,43.2,3,60.0,3,0,0,0,51,60.3,43.6,59.1,56.96,60.0,53.17
21,Male,Mechanical,B.Tech,8,7.0,0,73.4,45.0,39.7,41.5,69.0,55.3,71.4,57.4,48.3,57.8,54.2,76.7,56.5,2,56.2,0,1,1,2,27,80.0,53.65,61.3,71.02,68.86,62.67
22,Female,Computer Science,B.Tech,8,6.59,1,73.5,38.0,55.0,67.2,67.2,63.5,57.0,84.7,44.9,77.5,81.7,81.4,71.9,2,36.6,0,0,0,1,255,41.0,57.98,78.12,58.18,30.98,58.02
21,Female,Information Technology,B.Tech,8,8.58,0,81.5,52.8,60.3,64.0,68.8,40.1,56.9,82.0,48.8,77.6,68.6,92.7,79.7,1,39.0,1,1,2,0,19,66.3,57.15,79.65,84.51,61.7,70.54
22,Female,Mechanical,B.Tech,8,6.67,0,78.3,62.5,56.3,51.8,93.5,95.0,49.4,71.4,58.0,50.8,78.6,65.4,55.4,2,40.8,2,1,1,2,91,76.7,68.08,62.55,70.18,76.24,68.83
22,Female,Electrical,B.Tech,8,7.19,0,82.3,53.8,60.6,51.2,69.8,64.4,46.0,62.0,69.3,81.3,87.4,72.5,69.7,1,40.3,0,1,1,0,245,72.0,57.63,77.72,75.02,48.09,65.43
21,Male,Computer Science,B.Tech,8,8.38,2,90.8,69.4,71.3,86.4,43.4,66.2,59.3,57.7,70.5,65.5,56.5,73.6,67.5,2,51.0,2,0,0,1,450,73.4,66.0,65.78,65.9,47.3,63.12
21,Male,Computer Science,B.Tech,8,8.89,2,78.4,94.6,86.6,87.2,71.2,52.4,47.6,62.8,91.5,60.7,59.2,59.8,70.2,3,57.5,1,0,0,3,1,66.3,73.27,62.47,65.75,59.25,66.75
24,Male,Electronics,B.Tech,8,7.59,1,71.2,57.7,56.6,59.9,73.2,56.7,44.0,76.7,55.7,58.7,46.5,68.9,61.2,2,63.8,2,1,1,1,57,87.8,58.02,58.82,64.49,79.14,63.29
21,Male,Computer Science,B.Tech,8,6.67,0,83.0,60.3,68.1,76.4,45.9,33.8,55.9,61.0,69.7,61.3,72.4,84.2,60.0,2,45.4,2,1,3,0,187,78.7,56.73,69.47,71.59,85.62,68.07
20,Female,Information Technology,B.Tech,8,6.66,2,82.2,52.4,51.8,52.9,66.7,75.3,80.8,68.2,52.9,68.4,74.2,84.0,64.5,2,44.3,2,0,0,1,135,58.7,63.32,72.78,51.28,45.29,58.9
22,Female,Information Technology,B.Tech,8,6.84,0,73.7,59.3,55.2,57.6,81.5,55.1,73.7,97.6,55.0,63.6,78.8,80.3,71.0,4,85.1,3,1,2,0,354,89.0,63.73,73.42,69.99,100.0,72.99
22,Male,Electrical,B.Tech,8,6.27,0,74.9,47.2,46.0,60.2,71.5,49.2,45.9,83.0,47.7,77.7,67.3,92.3,64.1,0,36.1,3,1,1,4,52,68.9,53.33,75.35,66.36,72.83,64.57
22,Female,Information Technology,B.Tech,8,6.34,0,71.2,55.8,34.1,32.4,65.9,64.9,40.0,91.3,35.2,62.9,66.5,70.3,62.8,1,54.3,1,1,1,0,65,49.7,48.85,65.62,65.74,58.29,58.69
23,Male,Electronics,B.Tech,8,6.85,0,83.2,42.3,47.7,53.6,90.5,19.9,34.5,63.1,50.0,59.8,41.4,66.3,59.1,4,92.3,2,0,0,1,6,74.8,48.08,56.65,72.91,75.69,61.38
22,Female,Information Technology,B.Tech,8,7.16,2,82.7,72.4,77.3,69.4,35.1,62.2,34.7,75.8,73.3,49.3,64.2,74.2,73.2,4,70.0,4,1,2,1,92,91.9,58.52,65.22,54.93,100.0,65.0
21,Male,Computer Science,B.Tech,8,6.95,0,88.7,40.3,51.9,63.3,68.8,68.9,63.0,54.4,45.7,94.3,69.0,63.8,62.7,3,83.2,0,0,0,0,12,67.8,59.37,72.45,75.26,48.96,65.19
22,Female,Information Technology,B.Tech,8,6.35,3,73.2,85.6,77.2,75.8,65.0,71.2,49.1,43.5,77.8,55.0,76.1,63.5,56.7,0,26.0,0,0,0,0,8,56.4,70.65,62.82,36.41,7.8,49.38
21,Female,Electrical,B.Tech,8,7.71,0,86.0,48.3,50.2,50.8,55.6,80.9,87.1,72.5,53.4,64.5,86.7,82.9,68.1,2,56.1,1,1,1,1,64,73.2,62.15,75.55,79.77,70.83,71.42
20,Female,Computer Science,B.Tech,8,8.51,2,70.7,84.6,76.9,83.7,50.0,16.4,66.6,67.0,79.9,72.7,72.4,57.1,63.9,4,82.0,1,1,1,0,8,74.3,63.03,66.53,60.78,90.6,67.19
21,Male,Information Technology,B.Tech,8,6.45,0,75.2,67.6,52.0,69.0,84.4,85.3,52.8,69.1,62.8,59.7,61.0,60.3,67.8,3,72.3,3,0,0,0,4,82.1,68.52,62.2,67.71,63.69,66.29
20,Male,Computer Science,B.Tech,8,6.98,0,88.5,42.0,44.8,51.3,56.3,68.0,65.2,64.1,55.0,78.2,86.4,73.4,65.0,1,27.6,2,0,0,0,1,55.2,54.6,75.75,75.41,28.28,61.12
21,Male,Information Technology,B.Tech,8,7.14,0,65.4,74.6,76.2,83.6,39.2,56.4,71.5,70.4,76.9,59.9,74.4,77.5,68.6,2,61.3,2,0,0,2,26,62.0,66.92,70.1,69.6,54.39,66.48
21,Female,Computer Science,B.Tech,8,8.25,0,79.3,67.9,64.5,53.6,87.3,41.5,34.1,44.7,66.9,79.5,48.1,74.0,61.8,4,74.0,0,0,0,0,363,72.7,58.15,65.85,81.54,54.2,66.11
22,Male,Computer Science,B.Tech,8,8.91,3,71.6,61.3,63.2,65.9,59.1,33.3,46.7,85.6,57.9,81.3,69.2,74.9,81.7,2,44.7,2,1,1,1,22,94.5,54.92,76.78,53.85,73.41,61.74
20,Other,Computer Science,B.Tech,8,9.9,0,66.9,73.3,72.4,88.3,60.5,70.2,57.5,45.5,69.2,42.9,58.9,79.5,41.1,3,73.3,1,0,0,0,40,75.5,70.37,55.6,89.37,51.99,70.36
22,Male,Information Technology,B.Tech,8,6.72,0,76.0,51.2,55.3,54.1,84.0,55.9,43.0,63.4,40.0,76.3,70.5,72.6,63.1,2,46.4,1,1,1,2,72,80.1,57.25,70.62,69.84,71.92,65.9
22,Female,Computer Science,B.Tech,8,6.88,0,82.5,58.3,60.8,71.1,64.4,47.7,61.5,82.1,60.8,58.6,81.7,72.1,68.9,4,98.0,2,0,0,0,22,81.7,60.63,70.32,72.91,73.4,68.17
22,Male,Computer Science,B.Tech,8,4.96,0,84.9,41.0,39.6,49.0,62.6,61.0,51.3,70.4,52.0,57.2,84.0,75.3,47.8,2,40.3,2,1,2,0,12,85.8,50.75,66.08,60.19,76.09,60.45
21,Female,Mechanical,B.Tech,8,8.04,0,74.0,73.8,82.3,77.3,73.4,98.0,67.0,69.6,80.0,71.5,87.0,66.0,81.9,1,31.5,3,1,2,2,60,66.0,78.63,76.6,78.48,79.45,78.3
22,Male,Information Technology,B.Tech,8,6.89,0,90.6,64.1,54.3,66.0,75.1,33.4,26.5,80.1,67.2,63.9,68.8,91.3,63.6,5,98.0,1,0,0,0,19,71.0,53.23,71.9,75.41,75.4,66.94
22,Male,Electronics,B.Tech,8,7.31,0,67.9,59.0,50.6,50.9,50.7,41.2,33.4,92.6,52.2,59.7,78.7,82.6,74.8,2,60.2,3,1,1,3,56,94.7,47.63,73.95,71.54,92.06,66.73
21,Male,Electrical,B.Tech,8,5.97,0,81.9,55.1,55.1,67.2,87.1,61.3,36.6,80.3,53.9,72.0,68.1,80.0,81.0,5,83.3,1,0,0,0,90,62.3,60.4,75.28,66.36,70.99,66.75
21,Female,Electronics,B.Tech,8,7.74,2,91.2,87.8,70.0,83.1,70.6,74.2,32.8,61.9,87.7,84.8,60.4,78.3,61.5,1,36.4,0,1,1,0,44,70.8,69.75,71.25,61.54,46.92,64.16
22,Female,Electrical,B.Tech,8,7.37,0,79.4,58.5,60.8,59.8,36.8,55.4,58.3,61.5,56.9,64.0,55.2,58.9,58.4,1,26.9,1,1,2,0,46,75.9,54.93,59.12,75.41,58.07,62.38
21,Female,Electrical,B.Tech,8,8.64,0,88.1,69.8,67.2,73.5,72.5,31.2,80.2,57.2,73.1,72.4,45.8,76.1,65.2,0,22.0,1,1,3,0,23,69.3,65.73,64.88,86.91,56.6,70.54
22,Female,Information Technology,B.Tech,8,6.16,0,65.0,61.0,72.0,56.9,72.0,44.0,61.8,65.6,65.7,68.1,65.0,80.0,72.6,1,23.2,0,1,1,0,204,55.6,61.28,71.42,62.62,42.96,60.96
23,Male,Computer Science,B.Tech,8,6.93,0,73.9,40.8,46.5,49.8,66.3,98.0,59.1,71.8,44.8,68.1,59.1,86.5,64.1,3,61.4,3,1,2,1,22,75.4,60.08,69.45,70.68,100.0,71.12
22,Male,Information Technology,B.Tech,8,8.03,1,94.8,58.4,69.7,71.6,62.2,49.1,56.5,79.2,62.5,74.4,61.2,65.4,73.6,0,20.0,1,1,1,1,6,70.7,61.25,68.65,74.65,44.0,64.16
21,Male,Information Technology,B.Tech,8,7.6,0,98.0,61.0,67.0,60.1,53.5,63.6,89.4,79.9,62.9,52.1,75.2,75.8,75.1,1,34.3,1,1,2,1,62,63.4,65.77,69.55,82.6,64.29,71.35
22,Female,Electronics,B.Tech,8,6.7,0,55.0,53.7,44.6,56.4,69.6,46.1,60.4,76.2,50.8,71.1,95.0,69.0,59.1,2,59.0,0,0,0,2,101,67.3,55.13,73.55,63.4,41.7,59.28
20,Male,Computer Science,B.Tech,8,8.01,0,98.0,53.7,49.2,67.0,57.0,52.0,54.1,67.4,55.0,60.7,81.3,76.7,47.0,2,68.5,0,0,0,1,58,61.5,55.5,66.42,85.47,40.55,64.43
22,Female,Information Technology,B.Tech,8,6.0,0,69.9,50.3,55.7,50.2,70.5,67.1,83.5,92.1,52.3,72.1,70.3,77.4,64.1,4,68.0,2,0,0,3,182,71.4,62.88,70.97,62.97,76.4,66.55
21,Male,Information Technology,B.Tech,8,6.75,1,77.4,43.2,45.2,60.7,73.0,44.1,68.5,62.0,45.0,69.7,45.9,87.6,62.0,2,41.5,2,0,0,0,63,61.9,55.78,66.3,60.47,40.45,56.99
21,Male,Information Technology,B.Tech,8,6.35,0,65.6,58.0,57.0,58.3,41.9,45.4,61.4,96.7,57.2,48.8,57.3,68.5,66.2,3,73.2,1,1,2,1,278,77.4,53.67,60.2,64.13,91.96,63.86
23,Male,Mechanical,B.Tech,8,7.07,0,82.0,62.7,59.7,65.5,72.8,56.5,78.3,57.5,67.1,76.7,73.8,59.0,64.5,1,20.0,1,1,1,3,177,68.4,65.92,68.5,74.09,60.0,68.0
23,Female,Information Technology,B.Tech,8,8.49,1,70.5,76.1,69.2,63.0,58.8,74.6,54.9,55.2,74.1,82.8,69.8,73.8,63.3,1,42.7,0,0,0,1,25,60.6,66.1,72.42,70.58,24.81,62.51
22,Male,Electrical,B.Tech,8,6.94,0,74.8,69.5,79.8,68.9,46.7,54.3,47.1,65.2,72.2,87.3,78.4,74.8,77.1,2,32.2,0,1,1,0,37,69.8,61.05,79.4,71.02,53.66,66.6
20,Male,Computer Science,B.Tech,8,4.5,0,80.2,50.9,36.2,52.6,70.1,74.7,45.7,49.3,47.4,72.4,44.0,58.8,43.8,3,57.9,0,0,0,2,46,52.3,55.03,54.75,55.56,49.37,54.28
21,Female,Electronics,B.Tech,8,8.86,0,83.9,92.8,99.0,74.6,89.3,46.9,63.1,78.4,86.9,82.1,63.9,52.9,98.0,1,27.9,3,1,1,2,3,98.0,77.62,74.22,87.19,70.37,78.72
22,Female,Civil,B.Tech,8,7.67,1,86.2,62.0,70.4,66.2,82.7,71.0,54.8,70.0,64.7,72.3,61.4,80.4,74.0,4,83.4,1,1,1,1,12,98.0,67.85,72.03,69.55,95.02,73.27
21,Male,Computer Science,B.Tech,8,8.48,0,94.9,59.4,69.4,69.0,53.2,49.5,25.6,98.0,69.1,55.6,47.7,71.5,73.1,4,80.3,0,0,0,0,13,75.8,54.35,61.98,87.83,56.09,66.18
21,Male,Computer Science,B.Tech,8,7.0,3,95.8,59.2,44.8,59.4,74.3,85.6,45.5,54.5,40.2,66.8,62.9,76.8,62.0,3,65.8,0,0,0,0,114,53.3,61.47,67.12,47.74,43.74,55.82
21,Female,Civil,B.Tech,8,6.69,0,80.6,60.9,53.9,68.6,89.0,65.2,66.5,60.5,60.8,57.4,49.0,77.3,58.6,2,52.4,0,0,0,0,155,58.4,67.35,60.58,71.01,31.72,61.75
20,Female,Electronics,B.Tech,8,6.29,3,84.9,48.7,51.6,47.6,55.5,55.3,53.5,69.8,51.4,57.4,59.0,85.5,55.7,2,33.1,0,1,1,0,47,59.8,52.03,64.4,39.5,53.93,51.03
20,Female,Computer Science,B.Tech,8,6.5,0,91.3,56.4,44.2,48.4,61.5,37.4,33.5,72.7,48.7,55.1,68.3,63.6,53.2,4,93.2,1,1,1,2,316,88.8,46.9,60.05,72.89,100.0,65.29
23,Female,Information Technology,B.Tech,8,7.85,0,84.5,60.8,64.0,73.4,85.9,64.8,46.9,77.8,65.7,60.4,66.7,69.8,72.8,2,50.1,3,1,1,0,63,98.0,65.97,67.42,80.3,77.03,72.22
22,Female,Information Technology,B.Tech,8,6.43,0,86.7,53.5,54.5,52.9,80.4,72.8,51.6,52.1,63.5,75.2,51.7,75.9,60.3,2,51.2,1,0,0,1,132,68.6,60.95,65.78,71.02,41.36,62.0
22,Male,Information Technology,B.Tech,8,7.95,0,88.5,73.5,84.6,87.1,71.2,40.4,95.0,67.1,82.3,58.8,82.7,72.9,70.0,0,29.0,3,1,1,1,16,78.1,75.3,71.1,82.2,58.7,74.04
21,Male,Mechanical,B.Tech,8,7.74,0,74.8,60.4,63.1,78.4,75.2,28.4,58.5,98.0,64.0,83.5,45.7,60.7,82.3,1,32.9,0,1,1,0,33,69.8,60.67,68.05,76.62,45.87,64.71
24,Male,Electrical,B.Tech,8,9.01,0,90.9,76.6,75.4,63.1,38.2,41.7,39.2,42.8,77.1,81.1,63.8,63.1,72.8,5,81.8,1,1,2,0,126,98.0,55.7,70.2,90.34,100.0,75.64
20,Female,Mechanical,B.Tech,8,6.86,0,81.7,51.3,55.5,61.8,60.1,71.8,41.8,72.1,52.0,62.2,64.9,79.5,57.4,2,40.4,2,1,2,0,15,98.0,57.05,66.0,72.53,76.12,66.34
20,Male,Electrical,B.Tech,8,6.12,2,79.1,51.8,60.6,68.1,66.0,45.7,65.8,77.7,64.0,71.1,72.3,68.0,68.2,4,66.1,1,0,0,2,73,60.9,59.67,69.9,46.57,65.83,58.71
23,Female,Electrical,B.Tech,8,6.0,2,74.6,47.2,42.6,44.7,77.8,32.7,52.1,87.3,49.8,80.0,62.0,68.4,76.9,0,26.4,3,1,2,1,73,80.8,49.52,71.82,44.38,65.92,54.9
22,Female,Information Technology,B.Tech,8,7.2,0,82.5,51.8,52.2,47.0,64.6,59.3,50.8,73.0,52.4,70.7,86.6,65.4,62.4,2,39.3,3,1,1,4,119,78.7,54.28,71.28,75.15,89.79,69.27
21,Male,Information Technology,B.Tech,8,7.26,0,73.1,60.2,59.6,64.4,47.1,72.8,44.2,58.2,61.9,61.8,66.8,77.8,53.0,2,66.0,0,1,3,2,119,85.6,58.05,64.85,72.75,87.8,68.28
21,Male,Computer Science,B.Tech,8,7.64,0,79.0,79.3,68.8,72.1,57.6,65.1,39.2,92.4,74.4,76.7,67.8,63.7,81.2,0,20.0,2,0,0,0,4,73.8,63.68,72.35,77.18,18.0,62.61
23,Male,Civil,B.Tech,8,8.39,0,91.7,96.4,95.8,99.0,61.2,67.9,61.9,82.2,92.3,57.1,27.6,61.4,83.1,2,48.2,1,1,1,0,15,88.5,80.37,57.3,86.24,64.46,75.13
22,Female,Computer Science,B.Tech,8,7.48,0,78.3,60.2,46.6,46.8,61.4,98.0,19.8,66.7,57.5,63.2,76.3,79.2,55.8,5,78.5,2,1,1,4,36,98.0,55.47,68.62,75.85,100.0,70.89
21,Male,Mechanical,B.Tech,8,8.8,0,88.6,99.0,95.3,94.2,69.1,46.9,72.0,72.3,96.2,76.8,50.0,73.2,83.2,3,68.2,2,1,2,1,67,98.0,79.42,70.8,88.18,96.46,82.88
21,Female,Electronics,B.Tech,8,8.05,0,92.7,80.6,65.5,68.9,56.6,67.7,40.7,58.6,68.6,81.6,64.9,85.6,71.1,1,46.1,1,1,1,0,70,79.4,63.33,75.8,84.16,55.83,70.95
22,Female,Computer Science,B.Tech,8,7.73,0,73.4,66.4,43.7,49.0,81.3,55.1,56.2,63.4,49.3,72.0,71.6,57.7,56.1,2,39.0,1,0,0,1,32,71.3,58.62,64.35,76.13,37.7,61.88
20,Male,Electrical,B.Tech,8,8.3,0,83.1,85.0,68.6,98.5,79.6,84.7,66.6,78.6,77.9,45.8,76.4,86.7,64.7,2,51.3,3,0,0,1,52,76.4,80.5,68.4,83.03,53.39,74.77
21,Male,Computer Science,B.Tech,8,6.99,2,89.8,72.5,66.4,66.0,48.3,90.1,53.0,73.6,68.7,48.9,89.1,64.8,77.1,2,67.1,1,1,1,0,0,62.1,66.05,69.97,55.87,70.13,64.39
21,Male,Electronics,B.Tech,8,5.67,0,78.3,54.9,37.6,43.8,15.0,76.8,76.5,66.2,46.7,74.2,65.4,61.7,56.0,5,94.9,2,0,0,4,196,77.0,50.77,64.32,63.18,96.47,64.06
22,Female,Information Technology,B.Tech,8,8.58,0,94.9,63.6,66.1,76.5,81.8,52.2,43.6,66.1,67.4,75.2,57.5,49.0,77.2,3,90.2,0,1,1,3,153,81.3,63.97,64.72,88.53,91.06,75.55
21,Male,Electronics,B.Tech,8,8.37,1,88.7,64.2,73.9,76.1,62.5,44.0,69.3,72.0,71.5,65.4,66.2,77.0,54.1,3,61.3,4,1,1,0,298,98.0,65.0,65.68,75.2,94.39,72.6
22,Male,Civil,B.Tech,8,8.18,1,88.4,73.1,75.1,92.2,68.8,56.8,52.4,49.4,77.9,76.2,91.9,78.8,70.3,2,59.2,1,0,0,3,193,71.3,69.73,79.3,73.78,51.76,70.16
22,Male,Computer Science,B.Tech,8,7.08,2,77.0,65.6,63.2,68.6,96.8,49.9,65.2,68.3,62.9,55.0,67.4,82.6,56.8,3,69.5,2,0,0,0,27,77.1,68.22,65.45,52.66,56.85,61.29
21,Male,Computer Science,B.Tech,8,6.99,0,98.0,67.4,65.7,75.1,51.6,83.8,42.8,52.1,64.4,75.8,47.1,55.9,62.9,4,63.7,2,0,0,0,182,77.9,64.4,60.42,78.33,63.11,67.59
22,Female,Information Technology,B.Tech,8,8.36,0,73.2,64.2,57.7,63.1,67.1,71.9,45.5,58.4,51.9,61.8,63.3,66.4,56.5,3,69.0,0,0,0,0,124,63.1,61.58,62.0,80.48,44.7,64.8
21,Male,Electronics,B.Tech,8,7.22,1,80.8,62.2,54.3,61.5,48.5,48.0,49.6,74.9,60.7,68.4,62.4,58.3,65.7,0,20.0,3,1,2,0,40,88.8,54.02,63.7,64.78,60.0,60.08
22,Female,Computer Science,B.Tech,8,6.22,0,86.6,54.8,43.6,46.5,94.0,74.8,47.7,70.3,49.3,81.8,76.5,88.0,60.2,4,61.7,4,0,0,2,13,78.4,60.23,76.62,69.52,82.51,69.64
21,Female,Electrical,B.Tech,8,5.67,1,67.0,47.2,51.3,44.3,57.3,52.6,59.6,62.6,45.7,87.4,57.9,71.4,67.0,1,53.1,1,1,1,1,4,71.0,52.05,70.93,49.79,61.93,56.63
21,Male,Electrical,B.Tech,8,9.2,0,91.2,70.6,71.4,74.8,39.4,68.7,63.3,64.1,67.4,64.5,76.9,87.5,59.9,3,85.0,3,1,1,2,52,98.0,64.7,72.2,91.76,100.0,79.61
22,Male,Computer Science,B.Tech,8,8.45,0,61.8,55.0,54.3,58.6,67.0,82.2,76.5,81.2,49.4,60.3,46.5,83.0,62.2,1,44.4,0,1,1,0,113,87.0,65.6,63.0,77.69,49.32,66.26
22,Female,Information Technology,B.Tech,8,5.73,0,82.9,56.2,58.5,60.9,54.0,17.4,38.4,41.0,60.4,54.4,63.7,63.5,45.1,3,68.4,1,1,1,1,450,76.3,47.57,56.68,64.98,82.52,59.86
22,Male,Electrical,B.Tech,8,5.61,0,87.8,42.6,33.8,37.0,63.4,51.5,59.4,67.8,36.2,61.8,64.3,78.5,54.4,1,36.2,1,0,0,1,79,43.7,47.95,64.75,65.61,28.86,53.74
24,Female,Computer Science,B.Tech,8,7.37,0,87.9,58.7,57.5,50.8,60.4,59.4,58.2,58.8,60.8,70.3,59.8,64.9,52.4,2,56.6,0,1,1,0,71,78.2,57.5,61.85,77.96,60.98,65.03
20,Male,Computer Science,B.Tech,8,6.57,0,77.8,64.1,65.2,64.8,80.9,53.1,60.4,77.7,68.6,71.7,51.2,75.9,60.5,2,30.2,2,1,1,0,94,76.9,64.75,64.82,69.33,65.06,66.18
21,Female,Computer Science,B.Tech,8,6.42,0,86.9,44.4,48.7,48.0,58.1,71.9,50.8,74.0,50.9,56.6,60.6,61.1,58.2,2,48.8,3,0,0,1,15,68.9,53.65,59.12,71.01,52.64,59.8
21,Male,Mechanical,B.Tech,8,7.0,3,86.2,42.7,31.7,34.9,87.3,74.2,41.5,63.3,41.6,81.6,42.9,55.9,63.7,3,69.5,2,0,0,3,35,77.5,52.05,61.03,44.86,68.85,54.21
21,Female,Electronics,B.Tech,8,6.88,0,69.6,51.1,60.7,76.1,45.0,33.0,29.4,79.7,50.9,65.2,48.5,74.7,68.9,4,86.1,0,0,0,0,52,81.9,49.22,64.32,69.04,57.83,59.48
22,Male,Civil,B.Tech,8,6.53,1,79.0,50.8,55.4,59.8,59.8,60.5,52.9,77.0,53.9,48.8,65.2,77.3,56.3,2,28.9,2,1,1,2,25,78.7,56.53,61.9,59.41,72.67,60.89
22,Female,Computer Science,B.Tech,8,6.33,0,83.8,62.6,48.5,61.2,50.8,37.7,54.3,67.6,56.2,78.0,66.0,54.9,76.1,2,51.8,3,1,1,0,97,74.6,52.52,68.75,69.45,77.54,64.6
22,Male,Computer Science,B.Tech,8,7.77,0,89.0,65.4,66.4,75.6,44.7,75.8,68.8,55.3,73.7,53.6,80.5,63.2,54.1,4,65.2,2,0,0,1,373,95.8,66.12,62.85,81.09,67.56,70.17
22,Female,Electrical,B.Tech,8,7.44,0,76.0,58.9,76.2,73.5,49.5,51.3,55.4,71.8,66.3,68.3,75.9,66.1,69.3,4,59.9,4,0,0,0,450,74.2,60.8,69.9,74.88,73.97,68.82
22,Male,Mechanical,B.Tech,8,6.82,0,98.0,69.2,73.6,54.1,89.9,60.8,27.0,96.7,62.6,85.6,95.0,71.3,86.3,3,56.3,2,1,1,3,159,89.2,62.43,84.55,77.14,92.89,75.84
20,Female,Electronics,B.Tech,8,6.4,1,77.8,52.5,47.0,61.4,60.9,62.0,41.0,93.6,57.2,98.0,87.9,75.5,99.0,3,45.8,0,0,0,0,31,51.4,54.13,90.1,58.14,37.74,60.07
