student_id,age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,placement_status
STU1385,22,Male,Mechanical,B.Tech,8,5.73,1,98.0,27.3,33.9,54.0,54.7,62.7,44.4,88.3,24.1,76.9,56.4,82.0,72.3,1,51.2,0,0,0,1,48,46.3,0
STU1386,21,Male,Computer Science,B.Tech,8,6.82,1,89.3,48.2,48.0,54.5,23.7,41.1,53.3,62.6,49.6,66.1,65.7,76.6,56.9,2,52.0,2,0,0,0,2,83.0,0
STU1387,21,Male,Information Technology,B.Tech,8,6.35,0,82.0,55.1,54.1,59.6,67.8,66.7,42.3,66.9,53.5,61.6,62.9,57.7,58.7,3,50.3,1,1,1,1,118,84.8,1
STU1388,22,Female,Computer Science,B.Tech,8,7.62,1,92.4,62.7,57.7,73.1,70.2,48.0,40.0,82.1,61.7,75.8,63.1,71.4,71.3,2,20.0,2,0,0,1,108,57.2,1
STU1389,22,Other,Electronics,B.Tech,8,8.55,0,98.0,68.4,72.9,82.9,86.0,71.0,61.9,72.8,66.2,82.5,64.7,68.9,65.2,3,68.8,3,1,2,0,91,94.2,1
STU1390,24,Male,Computer Science,B.Tech,8,6.54,0,68.3,59.9,59.4,59.9,50.2,98.0,59.3,46.0,62.1,75.7,52.0,66.1,47.7,1,25.1,1,1,1,0,19,70.0,1
STU1391,21,Male,Mechanical,B.Tech,8,,0,79.9,35.0,43.7,43.9,48.9,48.5,60.8,69.4,32.8,63.5,69.0,87.5,67.1,3,64.0,1,0,0,2,75,48.4,0
STU1392,21,Female,Mechanical,B.Tech,8,6.75,0,59.4,68.7,67.4,65.6,21.8,69.4,49.2,89.2,63.9,98.0,45.3,60.5,81.2,1,26.9,3,1,1,1,40,64.7,1
STU1393,22,Male,Computer Science,B.Tech,8,8.2,0,83.8,57.2,58.6,63.0,57.6,41.6,42.9,67.5,56.7,84.4,55.0,75.5,82.7,2,41.2,4,1,1,1,353,98.0,1
STU1394,21,Female,Mechanical,B.Tech,8,7.79,3,85.5,70.7,72.2,66.8,75.5,53.0,50.1,30.0,80.2,81.2,63.3,85.1,71.4,2,42.3,0,1,1,0,167,69.7,1
STU1395,23,Female,Civil,B.Tech,8,7.67,0,81.6,70.4,65.3,67.7,52.8,55.5,60.0,73.4,71.8,65.8,33.4,76.2,77.3,2,43.3,3,1,1,0,138,97.7,1
STU1396,22,Female,Electrical,B.Tech,8,6.89,0,75.8,48.5,61.3,40.2,94.2,51.5,17.2,65.2,60.3,62.5,75.8,85.7,59.0,1,42.8,0,0,0,4,16,52.6,1
STU1397,21,Male,Electrical,B.Tech,8,5.79,0,62.5,52.2,60.6,62.7,58.2,98.0,58.3,42.4,63.5,66.6,36.3,78.2,47.9,2,55.7,1,1,2,1,39,68.4,0
STU1398,22,Male,Computer Science,B.Tech,8,7.77,0,85.5,74.2,63.9,75.1,64.2,49.5,56.9,44.5,87.1,83.0,74.4,76.7,59.2,3,52.9,2,1,2,0,54,69.7,1
STU1399,22,Female,Information Technology,B.Tech,8,6.28,0,95.8,60.2,36.2,46.1,41.6,65.6,53.0,81.7,48.4,58.1,46.9,76.0,55.9,2,39.3,2,1,1,1,65,87.9,1
STU1400,20,Female,Computer Science,B.Tech,8,9.6,0,76.4,75.0,73.2,84.9,66.3,20.3,49.6,57.7,81.2,57.2,59.3,78.7,47.9,2,53.8,2,1,2,1,3,93.7,1
STU1401,23,Male,Computer Science,B.Tech,8,7.83,0,86.2,81.0,73.6,60.3,32.3,62.8,10.9,55.3,82.4,76.5,72.3,67.8,66.4,2,60.5,0,0,0,0,86,57.7,1
STU1402,21,Female,Civil,B.Tech,8,6.56,0,67.1,65.6,40.5,72.0,72.4,75.6,45.0,67.5,58.0,73.8,95.0,57.7,60.7,4,90.4,0,1,3,2,58,74.1,1
STU1403,22,Male,Computer Science,B.Tech,8,6.53,1,86.3,59.6,60.9,62.4,72.9,45.5,80.6,59.0,69.1,60.8,66.6,82.5,52.5,4,70.0,3,1,1,0,109,98.0,1
STU1404,21,Female,Electronics,B.Tech,8,7.1,1,78.3,60.8,63.1,64.4,82.4,10.0,52.2,69.4,59.9,56.9,37.2,84.8,56.3,2,59.9,0,1,1,1,1,64.9,0
STU1405,22,Male,Electrical,B.Tech,8,6.94,0,74.8,69.5,79.8,68.9,46.7,54.3,47.1,65.2,72.2,87.3,78.4,74.8,77.1,2,32.2,0,1,1,0,37,69.8,1
STU1406,21,Female,Mechanical,B.Tech,8,8.43,0,74.8,59.0,58.7,62.6,64.4,55.3,52.3,51.2,60.4,74.3,61.8,66.0,64.8,2,48.0,2,1,3,0,141,91.3,1
STU1407,20,Male,Civil,B.Tech,8,7.41,0,78.3,53.6,50.6,76.1,70.5,68.0,57.7,60.8,51.2,53.6,66.0,54.9,49.5,1,39.9,2,1,1,2,54,89.2,1
STU1408,23,Male,Computer Science,B.Tech,8,6.4,1,85.6,46.7,38.4,58.4,68.6,91.2,62.5,74.2,44.1,54.5,72.8,72.9,57.3,2,29.2,1,0,0,1,149,57.9,0
STU1409,20,Male,Computer Science,B.Tech,8,9.28,0,69.5,92.7,73.4,93.5,49.0,48.2,48.3,68.6,90.9,65.7,33.8,57.2,69.7,1,55.9,0,1,1,2,94,71.2,1
STU1410,21,Male,Information Technology,B.Tech,8,7.25,0,78.2,45.0,42.9,56.1,26.1,39.6,58.8,66.9,41.6,78.8,65.1,55.6,64.7,1,48.3,3,1,2,0,151,80.1,1
STU1411,23,Female,Computer Science,B.Tech,8,8.05,1,81.6,69.8,67.9,71.3,67.2,34.0,78.8,95.1,67.3,77.1,59.3,71.8,75.8,2,56.5,4,1,3,3,1,98.0,1
STU1412,23,Other,Computer Science,B.Tech,8,6.53,0,71.6,40.3,40.3,41.9,59.7,58.6,68.1,78.2,41.2,83.6,82.1,63.6,61.0,2,40.3,0,0,0,0,29,65.2,0
STU1413,21,Male,Information Technology,B.Tech,8,7.6,0,98.0,61.0,67.0,60.1,53.5,63.6,89.4,79.9,62.9,52.1,75.2,75.8,75.1,1,34.3,1,1,2,1,62,63.4,1
STU1414,22,Male,Electrical,B.Tech,8,7.54,0,73.9,54.1,41.2,53.6,73.5,45.2,41.5,65.7,38.1,72.7,42.2,70.2,64.9,4,87.9,1,1,1,3,374,90.1,0
STU1415,21,Female,Information Technology,B.Tech,8,5.12,2,75.6,40.2,47.2,51.2,61.3,69.0,78.8,71.1,40.8,87.1,82.7,65.3,76.4,4,68.8,2,1,1,0,150,72.0,1
STU1416,21,Female,Computer Science,B.Tech,8,9.42,1,72.7,87.4,95.0,94.2,42.2,63.4,39.3,62.0,94.6,86.0,71.3,53.2,81.0,4,78.2,1,1,2,0,81,98.0,1
STU1417,21,Female,Electronics,B.Tech,8,8.62,0,98.0,71.3,77.4,89.0,33.0,55.8,57.7,78.9,81.5,74.3,43.3,62.6,75.6,2,59.1,2,1,2,4,13,90.9,1
STU1418,22,Male,Computer Science,B.Tech,8,6.76,0,87.3,65.5,55.6,75.1,45.1,38.8,63.7,66.5,54.8,98.0,65.8,63.0,78.8,0,20.0,1,0,0,4,41,43.7,1
STU1419,22,Male,Computer Science,B.Tech,8,5.99,0,73.1,64.1,64.6,63.6,97.9,46.3,43.8,71.1,58.6,77.3,79.5,58.5,60.6,1,38.3,1,0,0,2,45,65.2,1
STU1420,22,Female,Electrical,B.Tech,8,7.58,3,92.5,68.4,55.6,55.2,72.8,11.3,53.4,70.2,62.2,82.5,48.0,68.4,64.1,1,20.0,3,0,0,0,118,70.0,0
STU1421,22,Male,Electronics,B.Tech,8,7.3,3,83.9,58.9,62.0,71.7,64.8,59.2,66.6,67.7,50.1,70.5,84.3,59.4,62.3,1,25.6,1,0,0,1,42,60.0,0
STU1422,20,Female,Electrical,B.Tech,8,7.59,0,84.4,75.0,65.7,82.1,59.3,55.5,40.6,98.0,68.1,60.6,43.8,70.2,70.6,4,75.0,2,0,0,0,51,76.9,1
STU1423,21,Male,Computer Science,B.Tech,8,7.41,1,78.7,62.7,53.8,50.7,58.3,58.4,78.7,58.7,49.6,59.5,53.9,74.6,52.3,5,98.0,1,0,0,0,14,78.6,1
STU1424,20,Female,Electrical,B.Tech,8,7.76,0,74.9,63.1,51.4,77.0,79.5,64.1,29.8,58.5,64.1,72.2,51.8,62.9,63.8,3,58.0,0,0,0,0,5,63.0,1
STU1425,21,Male,Electronics,B.Tech,8,8.79,0,85.2,71.7,43.2,68.6,54.6,61.9,83.0,77.7,53.6,67.5,84.3,76.7,63.8,3,66.3,1,1,1,0,66,83.2,1
STU1426,21,Female,Information Technology,B.Tech,8,7.82,0,76.8,76.4,64.6,78.2,70.7,53.0,68.0,59.7,78.8,48.8,58.1,57.0,65.2,2,43.1,1,1,1,0,41,90.1,1
STU1427,22,Male,Electronics,B.Tech,8,6.05,0,98.0,56.2,54.1,64.3,56.8,55.9,50.6,63.9,60.7,57.7,48.7,59.8,73.3,3,59.7,1,1,1,0,92,74.3,1
STU1428,21,Female,Mechanical,B.Tech,8,8.7,2,69.9,79.0,70.6,89.2,91.1,29.7,45.6,52.8,71.6,66.2,71.2,70.8,55.9,4,92.5,2,1,2,1,164,93.6,1
STU1429,20,Male,Information Technology,B.Tech,8,9.0,0,96.6,57.2,65.0,76.4,73.1,44.5,43.9,74.9,55.7,78.7,74.3,79.6,74.3,2,38.5,1,1,1,1,4,84.0,1
STU1430,20,Female,Information Technology,B.Tech,8,9.9,0,80.9,95.5,90.2,94.4,80.7,55.9,49.8,75.1,91.9,69.8,74.3,81.5,78.4,1,42.6,3,1,1,2,53,98.0,1
STU1431,22,Female,Civil,B.Tech,8,5.96,2,84.8,45.4,55.2,52.5,53.2,41.8,51.2,63.6,49.8,69.1,61.2,89.7,63.2,1,35.0,1,0,0,0,154,61.9,0
STU1432,22,Female,Electrical,B.Tech,8,7.47,2,89.9,62.0,69.6,62.2,77.9,70.5,72.1,78.0,67.5,58.2,68.6,67.9,61.1,2,44.2,0,0,0,0,58,56.7,0
STU1433,20,Female,Information Technology,B.Tech,8,4.91,0,76.0,50.4,40.0,51.3,57.3,43.1,83.5,42.0,41.3,70.3,55.9,70.6,47.2,2,37.8,0,0,0,1,71,59.5,0
STU1434,20,Female,Electronics,B.Tech,8,7.81,0,90.2,70.6,57.1,68.5,63.7,58.9,55.2,58.1,67.6,85.8,88.4,60.6,70.3,4,68.5,3,0,0,0,88,84.1,1
STU1435,22,Female,Information Technology,B.Tech,8,6.6,0,56.3,57.3,70.4,56.3,86.5,57.1,38.5,65.6,65.2,71.9,81.0,58.2,63.9,2,42.6,0,1,1,0,47,64.7,1
STU1436,20,Male,Computer Science,B.Tech,8,9.32,0,75.2,61.5,79.0,65.1,46.4,68.4,43.3,51.6,68.5,51.9,80.2,74.5,60.9,3,63.5,0,0,0,1,13,68.5,1
STU1437,22,Female,Information Technology,B.Tech,8,6.35,3,73.2,85.6,77.2,75.8,65.0,71.2,49.1,43.5,77.8,55.0,76.1,63.5,56.7,0,26.0,0,0,0,0,8,56.4,0
STU1438,22,Male,Mechanical,B.Tech,8,5.34,2,70.1,58.7,48.5,63.5,68.6,67.5,35.5,63.7,52.7,77.1,72.3,85.6,65.3,2,47.0,1,0,0,3,19,72.0,0
STU1439,20,Male,Mechanical,B.Tech,8,6.68,0,80.0,60.3,67.3,63.0,69.8,17.1,33.1,77.7,59.7,67.3,47.6,55.9,64.7,2,47.7,1,0,0,1,151,63.3,1
STU1440,20,Male,Computer Science,B.Tech,8,5.03,0,85.7,31.2,34.0,43.7,55.2,76.5,85.6,85.9,32.9,69.1,73.9,77.3,64.6,3,64.2,0,0,0,0,37,50.6,0
STU1441,24,Male,Information Technology,B.Tech,8,8.03,0,88.7,69.0,64.6,57.4,93.3,82.5,56.8,60.3,67.2,62.6,66.6,60.9,57.2,2,54.8,1,1,1,0,284,80.1,1
STU1442,21,Female,Computer Science,B.Tech,8,4.93,2,84.3,38.7,41.8,39.7,42.6,46.3,38.7,78.3,41.6,76.0,82.7,63.0,67.4,5,98.0,1,0,0,2,249,62.6,0
STU1443,21,Female,Civil,B.Tech,8,7.23,0,75.7,73.9,71.9,75.6,83.9,59.3,65.1,76.9,81.7,66.4,76.3,77.9,79.2,3,51.1,2,1,1,1,132,82.0,1
STU1444,22,Female,Civil,B.Tech,8,4.91,0,85.5,37.7,33.5,44.3,80.2,39.0,33.1,85.1,34.9,67.8,72.7,64.6,64.3,3,62.2,2,0,0,2,145,56.9,0
STU1445,23,Male,Electronics,B.Tech,8,6.85,0,83.2,42.3,47.7,53.6,90.5,19.9,34.5,63.1,50.0,59.8,41.4,66.3,59.1,4,92.3,2,0,0,1,6,74.8,0
STU1446,24,Male,Electrical,B.Tech,8,9.01,0,90.9,76.6,75.4,63.1,38.2,41.7,39.2,42.8,77.1,81.1,63.8,63.1,72.8,5,81.8,1,1,2,0,126,98.0,1
STU1447,22,Male,Electronics,B.Tech,8,7.6,0,89.4,82.5,75.1,79.4,49.0,45.3,78.5,69.0,77.6,67.3,57.2,91.6,61.7,1,35.7,0,0,0,0,221,54.2,1
STU1448,21,Male,Information Technology,B.Tech,8,6.25,0,82.3,59.8,65.8,74.1,84.4,48.6,48.0,53.8,62.2,77.3,68.5,65.2,77.1,3,63.3,2,1,1,1,5,81.2,1
STU1449,20,Male,Computer Science,B.Tech,8,7.17,2,73.5,82.7,77.7,80.1,33.8,37.7,12.9,57.9,79.9,55.7,59.2,72.6,56.6,1,29.3,1,1,1,0,27,78.8,1
STU1450,22,Male,Information Technology,B.Tech,8,7.22,2,75.8,69.1,62.9,78.7,37.9,41.8,71.4,63.8,67.4,90.8,61.1,69.8,79.6,2,65.9,1,0,0,1,5,61.0,1
STU1451,21,Male,Electronics,B.Tech,8,7.72,1,76.8,63.6,62.8,68.2,54.7,54.8,47.1,63.3,58.4,85.3,71.4,74.4,76.4,1,35.4,3,1,1,2,66,81.6,1
STU1452,21,Female,Electronics,B.Tech,8,5.7,0,79.0,25.0,20.0,29.3,64.9,41.1,22.4,70.0,20.0,47.1,59.0,65.2,40.4,2,65.1,4,0,0,1,12,67.4,0
STU1453,23,Female,Information Technology,B.Tech,8,7.85,0,84.5,60.8,64.0,73.4,85.9,64.8,46.9,77.8,65.7,60.4,66.7,69.8,72.8,2,50.1,3,1,1,0,63,98.0,1
STU1454,20,Other,Civil,B.Tech,8,4.5,0,88.8,44.2,41.6,46.7,59.2,67.3,60.3,62.9,47.4,75.7,43.7,76.3,64.6,2,54.6,4,0,0,1,122,60.1,0
STU1455,21,Female,Computer Science,B.Tech,8,6.51,0,81.5,51.8,51.7,46.8,52.9,97.8,58.5,73.5,55.5,54.2,53.3,62.5,70.6,3,59.2,3,1,3,0,20,92.8,1
STU1456,20,Female,Information Technology,B.Tech,8,6.66,2,82.2,52.4,51.8,52.9,66.7,75.3,80.8,68.2,52.9,68.4,74.2,84.0,64.5,2,44.3,2,0,0,1,135,58.7,0
STU1457,21,Male,Electronics,B.Tech,8,7.9,0,83.4,62.5,47.2,72.2,69.0,59.4,38.4,81.1,58.7,75.1,47.8,85.0,67.9,1,39.1,1,1,1,1,5,78.4,1
STU1458,20,Female,Electronics,B.Tech,8,7.22,0,77.1,54.5,70.9,49.1,68.6,43.8,52.7,65.4,66.3,67.8,82.4,78.7,64.9,3,69.3,4,0,0,1,18,84.2,1
STU1459,20,Female,Electronics,B.Tech,8,5.65,2,73.2,43.9,54.9,55.0,59.3,60.3,40.8,66.9,53.3,76.5,78.6,72.8,56.7,2,56.0,3,1,1,0,32,88.3,0
STU1460,20,Male,Computer Science,B.Tech,8,,3,65.3,57.4,61.3,69.9,32.7,60.9,27.3,62.8,55.1,61.7,61.2,39.1,60.0,2,53.8,0,1,2,2,153,66.4,0
STU1461,22,Male,Computer Science,B.Tech,8,7.42,0,75.4,72.4,56.6,72.9,48.2,45.8,66.2,65.7,59.0,43.1,95.0,76.7,52.3,5,81.6,1,0,0,1,285,69.8,1
STU1462,22,Female,Electronics,B.Tech,8,7.11,0,86.5,68.2,62.1,65.0,83.3,69.1,59.4,57.0,63.2,81.8,82.4,67.7,70.0,1,26.9,0,1,3,0,19,62.2,1
STU1463,21,Male,Information Technology,B.Tech,8,6.56,0,75.3,50.7,48.5,56.5,64.8,29.8,56.5,55.6,49.5,81.7,51.7,69.3,55.4,2,58.5,4,0,0,3,10,80.0,1
STU1464,23,Female,Computer Science,B.Tech,8,6.67,0,79.7,71.3,52.2,56.3,57.2,50.6,58.8,78.9,60.5,98.0,75.4,51.1,77.1,3,45.4,1,0,0,2,215,82.3,1
STU1465,21,Female,Electronics,B.Tech,8,7.97,0,86.4,67.1,62.2,71.7,78.8,65.0,41.0,52.8,55.3,43.5,65.9,77.4,55.4,1,37.9,0,1,1,1,82,78.6,0
STU1466,21,Male,Information Technology,B.Tech,8,6.63,0,86.9,55.8,52.8,54.7,45.0,49.8,35.9,63.5,62.9,79.0,54.1,56.1,70.5,2,48.9,1,1,1,0,16,65.4,1
STU1467,22,Male,Electronics,B.Tech,8,7.1,3,71.7,63.6,72.3,80.2,58.6,51.3,52.6,82.2,66.6,46.4,50.0,73.3,53.8,3,73.5,4,0,0,3,93,85.8,0
STU1468,21,Male,Electrical,B.Tech,8,9.59,0,91.5,87.4,71.3,99.0,64.1,52.5,70.6,63.1,80.2,91.1,78.9,82.0,81.0,1,39.2,2,1,2,2,161,78.8,1
STU1469,23,Male,Computer Science,B.Tech,8,5.63,0,92.7,68.2,74.9,66.4,55.4,40.0,77.7,79.6,77.8,75.9,56.6,66.8,75.2,2,43.4,1,1,2,1,7,68.7,1
STU1470,20,Male,Computer Science,B.Tech,8,5.16,0,71.3,68.7,62.9,53.4,63.5,76.1,64.7,59.7,54.1,58.6,63.6,85.4,59.1,2,42.9,1,0,0,1,8,56.1,0
STU1471,23,Female,Electrical,B.Tech,8,8.06,0,74.2,60.2,66.9,68.0,59.2,36.7,52.5,53.3,61.0,79.4,52.1,63.8,53.6,3,59.8,0,1,2,0,36,85.1,1
STU1472,20,Male,Electronics,B.Tech,8,6.45,1,93.3,25.0,28.5,25.7,41.0,60.7,56.3,45.7,24.8,63.4,54.5,78.6,56.6,3,70.8,0,0,0,0,120,61.3,0
STU1473,22,Male,Electronics,B.Tech,8,6.85,0,80.6,70.8,56.0,75.2,64.7,62.4,52.2,86.4,61.7,73.6,63.2,57.6,73.2,4,57.0,1,1,2,0,26,81.6,1
STU1474,21,Male,Electrical,B.Tech,8,6.34,0,60.9,53.1,42.9,44.5,42.1,37.9,35.6,52.1,47.1,72.5,70.4,83.3,48.3,2,51.6,1,0,0,0,163,67.8,1
STU1475,24,Female,Electrical,B.Tech,8,6.91,0,68.7,52.4,49.5,49.2,64.5,56.3,52.4,78.5,58.2,90.9,28.8,81.6,77.0,3,56.2,1,1,2,1,158,77.4,1
STU1476,20,Male,Civil,B.Tech,8,8.96,1,79.6,76.2,80.5,80.1,82.6,38.6,30.6,54.0,81.7,91.8,65.2,77.2,79.1,3,66.9,1,1,1,0,94,98.0,1
STU1477,21,Male,Information Technology,B.Tech,8,8.08,0,71.0,60.3,62.8,75.6,57.8,80.0,50.0,86.4,66.3,62.8,54.6,67.7,77.2,2,53.4,0,0,0,2,12,51.4,1
STU1478,23,Female,Information Technology,B.Tech,8,8.15,1,78.1,83.5,75.3,72.2,44.4,34.5,78.2,98.0,79.6,82.7,84.6,56.6,83.2,5,78.4,3,1,1,1,450,98.0,1
STU1479,21,Female,Information Technology,B.Tech,8,5.64,0,82.3,41.4,29.3,27.8,60.1,43.2,65.2,44.4,28.4,74.3,95.0,67.7,51.9,4,77.7,1,0,0,0,89,56.8,0
STU1480,22,Male,Computer Science,B.Tech,8,5.93,0,95.9,33.7,43.2,71.1,49.5,33.0,37.2,52.8,28.1,53.0,60.0,84.2,46.1,1,36.6,0,0,0,0,47,42.0,0
STU1481,22,Female,Information Technology,B.Tech,8,4.5,0,79.2,34.5,50.7,50.3,70.9,30.6,50.8,78.8,35.0,61.6,40.9,73.4,67.1,3,65.9,0,0,0,1,450,48.9,0
STU1482,21,Male,Computer Science,B.Tech,8,6.31,3,92.2,52.3,63.6,59.5,59.8,83.6,38.6,75.2,59.7,98.0,66.6,54.9,76.1,3,63.8,0,1,1,0,227,87.4,1
STU1483,22,Male,Mechanical,B.Tech,8,8.25,2,95.6,79.3,72.7,85.2,87.6,64.8,51.0,78.9,76.2,74.3,62.1,59.6,69.8,2,37.8,0,1,3,0,59,88.5,1
STU1484,21,Male,Information Technology,B.Tech,8,7.77,0,95.6,52.0,62.5,61.8,79.4,57.5,68.7,60.0,56.2,82.0,92.6,85.8,69.1,4,69.3,1,0,0,1,72,82.1,1
STU1485,23,Male,Information Technology,B.Tech,8,6.96,0,84.7,49.3,53.4,61.3,59.7,43.2,62.4,95.8,49.5,67.5,88.3,77.4,64.4,3,51.2,2,1,1,1,11,86.1,1
STU1486,20,Female,Information Technology,B.Tech,8,7.18,0,63.3,59.7,58.5,61.3,72.7,71.3,91.7,69.7,69.2,63.5,77.1,58.4,73.5,3,70.5,1,0,0,1,298,69.2,1
STU1487,21,Male,Computer Science,B.Tech,8,6.44,0,86.4,56.3,62.4,60.4,56.1,40.2,71.1,51.0,55.2,70.3,56.8,52.6,73.7,1,33.8,1,1,1,1,145,79.9,1
STU1488,23,Male,Computer Science,B.Tech,8,7.43,0,92.0,76.6,80.8,77.1,62.5,69.3,55.3,64.5,83.3,66.8,74.5,65.1,67.6,2,49.5,3,0,0,2,36,77.3,1
STU1489,22,Female,Information Technology,B.Tech,8,8.04,2,81.2,45.6,49.1,43.4,56.6,39.3,62.8,51.2,47.4,52.1,68.7,51.6,42.6,2,32.9,1,1,1,0,134,81.3,0
STU1490,21,Female,Computer Science,B.Tech,8,5.42,2,98.0,47.9,46.8,62.8,73.5,43.4,48.8,90.3,47.0,58.0,68.4,70.3,66.3,3,64.7,2,1,1,4,164,91.6,0
STU1491,22,Male,Electronics,B.Tech,8,7.53,0,90.2,49.7,48.7,48.8,83.5,68.6,34.0,58.8,55.1,78.5,43.2,98.0,60.8,2,56.3,0,1,1,0,25,81.6,1
STU1492,21,Female,Mechanical,B.Tech,8,8.23,0,87.4,54.8,48.3,48.9,74.0,70.5,72.9,74.9,58.9,65.4,79.9,54.4,70.2,1,20.0,0,1,1,1,74,74.9,1
STU1493,21,Male,Mechanical,B.Tech,8,6.74,2,92.3,66.5,61.1,66.3,75.8,65.8,68.1,61.4,62.6,70.3,66.5,70.0,60.1,2,44.6,1,1,2,1,28,72.3,0
STU1494,21,Female,Electronics,B.Tech,8,7.97,1,85.2,72.7,69.6,67.4,75.8,36.1,48.1,59.4,75.1,72.8,63.6,86.4,71.1,2,34.3,0,1,1,1,150,72.5,1
STU1495,21,Female,Computer Science,B.Tech,8,9.9,0,58.3,87.9,74.1,90.3,70.3,47.0,56.4,41.3,82.8,73.8,56.6,80.2,64.8,3,60.8,3,0,0,4,19,83.9,1
STU1496,21,Female,Mechanical,B.Tech,8,7.09,0,77.3,63.1,71.7,76.1,44.9,57.8,71.9,76.4,67.4,83.8,53.9,70.4,73.9,3,56.0,0,1,1,0,126,82.0,1
STU1497,20,Male,Mechanical,B.Tech,8,7.63,0,93.4,59.2,39.6,72.0,87.5,39.7,65.5,86.2,50.4,56.8,69.4,70.4,61.9,2,53.8,1,0,0,0,38,71.2,1
STU1498,24,Male,Computer Science,B.Tech,8,6.39,0,74.3,50.9,67.9,60.4,89.1,79.7,28.6,55.2,56.0,76.8,40.5,59.3,72.9,1,36.7,2,1,1,0,3,62.0,1
STU1499,24,Male,Electronics,B.Tech,8,7.4,0,79.9,72.1,88.9,80.9,58.5,11.8,55.9,46.4,79.0,79.1,76.1,69.1,72.8,1,47.9,0,1,1,0,10,54.0,1
STU1500,22,Male,Computer Science,B.Tech,8,7.71,0,72.1,60.8,59.7,67.0,56.4,41.0,49.3,79.2,57.3,81.8,50.2,74.7,75.0,1,34.5,2,0,0,1,83,56.2,1
STU1501,21,Male,Electrical,B.Tech,8,7.41,0,98.0,71.2,66.9,75.1,71.2,45.8,69.8,45.0,73.6,53.0,36.2,84.2,49.5,3,68.4,1,0,0,0,31,65.4,1
STU1502,21,Female,Civil,B.Tech,8,6.08,0,98.0,44.1,51.9,40.7,70.3,10.0,68.5,85.1,47.5,73.1,90.5,65.2,77.2,1,29.4,2,1,1,2,78,81.9,1
STU1503,22,Male,Computer Science,B.Tech,8,7.43,0,73.6,55.3,42.2,55.9,59.0,29.9,73.1,55.3,42.3,90.6,53.0,69.9,71.8,2,39.0,2,0,0,1,51,65.5,0
STU1504,22,Male,Mechanical,B.Tech,8,8.81,0,83.4,66.1,57.9,49.9,43.2,66.3,34.1,52.6,58.4,68.8,54.9,61.6,58.2,3,73.3,1,1,1,0,135,91.3,1
STU1505,21,Female,Electronics,B.Tech,8,7.69,1,75.5,53.3,57.7,80.1,66.6,55.5,39.5,71.5,39.5,75.8,80.9,74.5,68.3,5,98.0,1,1,1,0,102,98.0,1
STU1506,23,Male,Civil,B.Tech,8,,1,87.8,86.8,76.0,78.4,70.3,83.3,69.8,53.5,78.9,79.4,91.0,80.6,79.1,5,98.0,1,1,1,0,55,88.9,1
STU1507,22,Female,Information Technology,B.Tech,8,6.94,0,86.8,64.4,64.6,66.8,72.9,82.8,42.5,58.1,64.7,57.7,43.5,78.9,53.1,5,96.3,0,1,3,3,24,98.0,1
STU1508,23,Male,Electrical,B.Tech,8,8.02,0,89.7,78.0,64.3,72.3,67.2,62.8,27.7,73.0,70.5,92.0,51.6,59.1,81.6,3,55.3,0,1,1,1,48,76.8,1
STU1509,22,Male,Computer Science,B.Tech,8,7.51,3,85.2,53.0,54.2,53.9,57.9,60.6,60.5,34.0,63.5,76.0,52.6,73.6,53.5,3,76.4,4,1,1,0,115,98.0,0
STU1510,22,Male,Computer Science,B.Tech,8,6.15,0,98.0,70.7,64.3,86.4,76.9,56.2,43.2,91.0,70.4,76.2,78.1,64.5,87.7,3,70.8,1,1,2,0,154,77.6,1
STU1511,21,Male,Computer Science,B.Tech,8,7.55,0,72.2,58.9,55.4,67.0,63.0,10.0,80.6,68.6,59.8,50.1,87.9,83.1,57.6,4,98.0,0,1,1,0,23,82.5,1
STU1512,23,Female,Civil,B.Tech,8,6.11,0,65.7,48.8,50.1,44.2,55.0,29.9,56.7,49.9,41.2,79.5,49.9,70.2,69.4,5,83.5,0,0,0,0,164,60.6,0
STU1513,22,Male,Electrical,B.Tech,8,6.5,0,78.3,48.2,61.1,70.2,59.3,56.8,54.6,53.8,52.8,76.1,84.8,55.3,60.3,2,58.6,1,1,1,2,19,76.6,1
STU1514,20,Female,Mechanical,B.Tech,8,7.41,0,67.1,52.8,57.1,74.1,35.8,66.1,46.1,81.9,52.5,89.5,55.1,69.6,70.0,2,55.5,0,0,0,1,24,77.7,1
STU1515,20,Male,Civil,B.Tech,8,7.53,2,67.8,75.8,74.3,75.5,59.3,60.2,77.5,76.4,71.1,66.3,69.7,77.0,70.3,2,46.6,1,0,0,0,73,67.4,0
STU1516,21,Male,Computer Science,B.Tech,8,5.89,0,72.5,47.9,51.5,49.9,72.3,38.9,57.7,87.4,45.7,58.1,47.2,74.7,66.5,3,78.6,0,0,0,2,39,60.7,0
STU1517,22,Female,Information Technology,B.Tech,8,8.36,0,73.2,64.2,57.7,63.1,67.1,71.9,45.5,58.4,51.9,61.8,63.3,66.4,56.5,3,69.0,0,0,0,0,124,63.1,1
